node_id,PHYSICALID,ST_LABEL,geom_0,geom_1,ST_WIDTH,SHAPE_Leng
9017,1905,CROSBY ST,-74.00062227015948 40.719552453179524,-73.99986798351416 40.7204326578572,24.0,382.82686619199995
9018,1259,W 4 ST,-74.00386573444189 40.737544057657054,-74.00387407993584 40.73813865310404,22.0,216.64224788599998
9019,19499,YORK AV,-73.95424809836537 40.7661653648999,-73.95374895626541 40.766852385102936,30.0,285.95323296
9020,159635,BOWERY,-73.99185759842098 40.72642250215461,-73.99213361868667 40.725677139758034,36.0,282.12964186
9021,3582,MADISON AV,-73.98569571344615 40.74400764116843,-73.98524354961242 40.744626520711996,46.0,257.950529996
9022,19299,E 83 ST,-73.96023811320458 40.77890536544202,-73.96183836905881 40.779584191693644,30.0,507.53004481199997
9023,562,HOLLAND TUN EXIT,-74.00934052493645 40.7245703270423,-74.00855774992493 40.724004354681306,28.0,299.323702352
9024,2960,BROADWAY,-73.95771833151966 40.816277352693774,-73.95727390725025 40.81688940949956,30.0,254.674504386
9025,137269,SUNKEN MEADOW LP,-73.91800916498823 40.79657566812665,-73.91808696097976 40.79627601265901,16.0,112.997226846
9026,1154,BEDFORD ST,-74.00510707221508 40.731835383317815,-74.00546283731877 40.732448063759605,24.0,244.025386455
9027,147507,MANHATTAN CRUISE TERMINAL RAMP,-73.99583086048271 40.76871123930393,-73.99610355883321 40.76872881173484,14.0,80.5973896934
9028,183611,PAYSON AV,-73.92343381465474 40.86868605091079,-73.92700250593165 40.86795125961618,30.0,1149.58457858
9029,99273,E 100 ST,-73.95055636896855 40.78906151754474,-73.94906308096037 40.7884295441505,30.0,473.29116837
9030,2820,BROADWAY,-73.98224234870712 40.77633439370129,-73.98227304110284 40.775533104353585,40.0,292.060376043
9031,1516,FRANKLIN D ROOSEVELT DRIVE,-73.95996801658349 40.757078368947106,-73.96187656945004 40.755196672121066,24.0,873.123775648
9032,16571,MADISON ST,-73.99226747490003 40.712467557498364,-73.98997167263731 40.71264633890388,25.0,639.786350446
9033,1436,9 AV,-74.0031163796129 40.744034494224856,-74.00354201925023 40.743448279082784,68.0,243.979367367
9034,90888,DOMINICK ST,-74.00589476225409 40.72502589708901,-74.00464621647406 40.724910122266586,30.0,348.629240405
9035,28061,AUDUBON AV,-73.93836446908567 40.84048648591056,-73.93793060260374 40.841088885275084,21.0,250.16335696099998
9036,1862,DYER AV,-73.99760199832636 40.75392897475709,-73.99719685629421 40.75451458240107,30.0,241.081015599
9037,4318,E 4 ST,-73.99314657002448 40.72786720197938,-73.99155207579066 40.727094336723866,30.0,524.0209744480001
9038,3789,CENTRAL PARK W,-73.97828220102329 40.77303187823554,-73.9778263936498 40.77365619141925,31.0,260.145503718
9039,1399,9 AV,-73.9981201959906 40.750902898434965,-73.99859426080933 40.75024083522111,70.0,274.65504341
9040,21775,W 141 ST,-73.93800646226906 40.81786675834511,-73.93816518546922 40.81793236320328,40.0,50.0143517932
9041,89795,W 148 ST,-73.94620246760523 40.82715392471189,-73.94481902422 40.82657101089405,30.0,437.83005429
9042,79804,CARMINE ST,-74.00395541862507 40.72985689445793,-74.00513816920088 40.72951965243053,19.0,350.07797290800005
9043,693,JANE ST,-74.00387407993584 40.73813865310404,-74.00417529783721 40.73813434703315,24.0,83.4889124642
9044,1057,BROOME ST,-73.99819536714101 40.72106366726496,-73.99903165145022 40.72142134130156,46.0,265.928185684
9045,3925,AMSTERDAM AV,-73.98021036679508 40.780560416804775,-73.97974787669536 40.78119534310326,60.0,264.417961118
9046,3610,W 86 ST,-73.97501417208089 40.78768560555101,-73.97639013927339 40.788269586468694,30.0,436.40499713699995
9047,176474,CENTRAL PARK W,-73.96097971807933 40.796738644045305,-73.96052271735704 40.79736846896001,30.0,262.04273104
9048,155427,BROADWAY,-73.9119844726161 40.872807015173635,-73.91176296523855 40.87305252413753,40.0,108.696742759
9049,27908,E 128 ST,-73.93763439424363 40.80697460692184,-73.9375128147134 40.8069221504186,30.0,38.7052045746
9050,16601,PIKE ST,-73.99226747490003 40.712467557498364,-73.99239157049468 40.71319081048832,44.0,265.739316652
9051,402,HENRY HUDSON PKWY,-73.94316977790923 40.849847511736186,-73.94316093943766 40.849935458215654,50.0,32.1354089736
9052,24958,TAMPA RD,-74.01822887017026 40.69267175614701,-74.0183061531098 40.69208382587593,13.0,215.269756537
9053,4219,BROADWAY,-73.98764453787605 40.75141923139865,-73.98777909947286 40.75066071396508,68.0,278.855953404
9054,1724,PATCHIN PL,-73.99924564878314 40.73478812499327,-73.9993585112011 40.73520161180136,4.0,153.859073084
9055,3512,MADISON AV,-73.95977377315846 40.779541418165834,-73.95931104895831 40.780173804242935,52.0,263.641112228
9056,125992,HARLEM RIVER DR,-73.93502277853281 40.81037953322333,-73.93474016767688 40.808631948144914,20.0,645.035311857
9057,746,VARICK ST,-74.00526916816779 40.72885330647158,-74.00531369223228 40.72860449408158,60.0,91.4861989812
9058,4010,E 11 ST,-73.97946913093536 40.72746767704171,-73.98178942199274 40.72844574019736,30.0,735.226554873
9059,159607,BOWERY,-73.99200253396593 40.7256192805842,-73.99172786135759 40.72636373041915,36.0,281.708478215
9060,82711,E 127 ST,-73.93266303946781 40.80406510015916,-73.93234199809697 40.80391955361246,36.0,103.496626955
9061,2332,PARK AV,-73.95498705400064 40.78340606909164,-73.95542989171905 40.78277394543732,42.0,260.921296265
9062,99649,E 5 ST,-73.98208242445315 40.723882043173845,-73.98440308945068 40.72486293617169,35.0,735.847550018
9063,16651,WANAMAKER PL,-73.99064024236256 40.73062286996708,-73.9919206974412 40.7311662977582,34.0,406.373892189
9064,78624,ED KOCH QUEENSBORO BRIDGE AP,-73.96177668353597 40.759879715845024,-73.96154746631915 40.75979855201196,26.0,70.0480927114
9065,16579,MADISON ST,-73.99347920502244 40.71238203879508,-73.99336470684985 40.71239099226507,19.0,31.9094214676
9066,23406,E 40 ST,-73.97228262774867 40.74817761013995,-73.9707803177711 40.74754347143132,30.0,476.08064056300003
9067,16610,E 8 ST,-73.99635236106654 40.7322529505842,-73.99478853671638 40.731595843505524,38.0,495.13591646300006
9068,1618,FRANKLIN D ROOSEVELT DRIVE,-73.97572098444536 40.71640334168048,-73.9758514262042 40.71615598098243,42.0,97.10489891600001
9069,3444,LEXINGTON AV,-73.97833821792956 40.74830268253135,-73.97878754650318 40.74768436177998,50.0,257.38841892700003
9070,19220,ADAM CLAYTON POWELL JR BOULEVARD,-73.9519544733714 40.803862831029264,-73.95149192298162 40.80449299526969,44.0,262.888491628
9071,83061,W 161 ST,-73.9442962096658 40.83707743376171,-73.94663953377952 40.83805814385815,30.0,740.3484642999999
9072,2487,PARK AV,-73.98040408954449 40.74836652047717,-73.97995531537458 40.74898589996823,10.0,257.651323735
9073,1874,PRINCE ST,-73.99415315297883 40.7227225593238,-73.99490868071534 40.72303590924354,26.0,238.517395538
9074,2081,AV C,-73.97518645268035 40.72912134694616,-73.974908044401 40.72951416982131,25.0,162.594066699
9075,2382,PARK AV,-73.97523790513299 40.755254817724925,-73.97478564645816 40.755885253551476,44.0,261.641588968
9076,30768,MAIN ST,-73.94844690671682 40.76347483817968,-73.94805358785376 40.763715204098574,14.0,139.787065395
9077,1281,10 AV,-73.99452593254045 40.760927044814046,-73.9940676937983 40.761555169276136,60.0,261.697260363
9078,178218,QUEENS MIDTOWN TUN,-73.96628612291182 40.74659141475772,-73.96138101666223 40.74280172431432,20.0,1937.77305916
9079,28098,W 177 ST,-73.94136449398067 40.84818350804886,-73.94205395116107 40.84831673258714,35.0,196.82698518200002
9080,26809,RIVERSIDE DR,-73.92847743065337 40.86563264481267,-73.92804707539746 40.8655530209197,28.0,123.588653388
9081,3432,LEXINGTON AV,-73.93882902162521 40.80244428926615,-73.93928688819672 40.801816379079625,38.0,261.542488814
9082,92579,W 101 ST,-73.96955770846334 40.797879829919374,-73.97088109374336 40.79844466740311,30.0,420.244118615
9083,139961,HARLEM RIVER DR,-73.93447015695564 40.819597839470774,-73.93433846946344 40.81875747423149,34.0,308.99264306099997
9084,72806,W 51 ST,-73.97798851626581 40.75968956197204,-73.97997188189696 40.76052470087539,30.0,628.075126681
9085,26743,W 133 ST,-73.95529480604942 40.8184802243588,-73.95590649043288 40.818752022404084,15.0,196.139830272
9086,89933,W 143 ST,-73.94855300558291 40.82393999386351,-73.94891101733357 40.82409816086668,30.0,114.623808076
9087,1945,5 AV,-73.9794831385501 40.7554049652828,-73.97993647238523 40.75478254336751,54.0,259.226820012
9088,492,BROADWAY,-74.01054246475734 40.709154148143405,-74.01084638164455 40.70879754445037,38.0,154.85208156299998
9089,181263,BROADWAY,-73.96448233070613 40.807376154552486,-73.96493884275193 40.806744306834936,40.0,262.613199262
9090,26987,E 117 ST,-73.93728064992887 40.79767890592814,-73.9395213181574 40.79862555572796,30.0,709.806441262
9091,24937,10 AV,-73.91520058099616 40.869558426250414,-73.91469383328209 40.87022465548354,22.5,280.290034079
9092,179849,W 157 ST,-73.94040252407008 40.83216133716066,-73.9408839519702 40.83238007676646,15.0,155.243073958
9093,81185,BLEECKER ST,-73.99505987243656 40.726137215129164,-73.99464787365899 40.72593130476879,30.0,136.632245076
9094,2935,BROADWAY,-73.94666606146373 40.83142716004633,-73.94571933698654 40.83272141326592,40.0,539.436632629
9095,79790,LAFAYETTE ST,-73.99464787365899 40.72593130476879,-73.99440309667881 40.7262635536212,48.0,138.765090711
9096,829,ANN ST,-74.00860085403332 40.711392239708985,-74.00775834326444 40.710805284963094,18.0,318.97702605
9097,775,FULTON ST,-74.0048166002164 40.70839029098938,-74.00526217268647 40.70892071055129,24.0,229.43250534
9098,166316,W 133 ST,-73.95948109163189 40.82025853149343,-73.95954143519558 40.82028268589887,17.0,18.8785614739
9099,19554,MORNINGSIDE AV,-73.95726581554518 40.80691617138701,-73.95680543877322 40.807545709279744,30.0,262.39365647200003
9100,19668,ST NICHOLAS AV,-73.92826617458935 40.856808128117244,-73.92823287475373 40.857168258539296,22.0,131.532315501
9101,81880,E 81 ST,-73.94711812840869 40.77171279198853,-73.94947624013614 40.77270781627546,30.0,747.0122733210001
9102,67264,W 139 ST,-73.94174348632325 40.817805978016864,-73.94192102869218 40.81788025073433,42.0,56.1001931579
9103,134,RECTOR ST,-74.01296134424844 40.70777032084525,-74.01194691411979 40.70745153141393,16.0,304.287822259
9104,318,12 AVE,-74.00818895109127 40.74934110000072,-74.00784815602802 40.7486313450039,35.0,275.28781272599997
9105,28015,CROSS BRONX EXPY,-73.93180309004782 40.8464968248408,-73.93201003014734 40.846575965533184,24.0,64.10508861310001
9106,423,WASHINGTON ST,-74.0099220396653 40.72598690530806,-74.01005338591689 40.72524445086964,40.0,272.938036044
9107,116720,E 108 ST,-73.93967750361632 40.79113575623733,-73.93913198170783 40.79090495822505,50.0,172.883562009
9108,3491,MADISON AV,-73.96958441466369 40.76609086532323,-73.96912885654851 40.766716252668395,52.0,260.460463508
9109,172107,E 96 ST,-73.9541647699251 40.787227563576444,-73.95266136728188 40.78659501962439,29.0,475.850854025
9110,3094,BROADWAY,-73.97512641710378 40.79025437212872,-73.97557827762195 40.789626315605915,40.0,260.798006323
9111,183054,GREENWICH ST,-74.00931760445077 40.724701550886394,-74.00910673607578 40.725914058203344,44.0,445.60371568
9112,103320,HENSHAW ST,-73.93048780741874 40.86644887461812,-73.92934104103149 40.86725724047142,30.0,432.833772366
9113,166807,WORTH ST,-74.0004546306596 40.714365047598875,-73.99955680425789 40.71392522059204,17.0,296.019326846
9114,96533,W 41 ST,-73.9969423051791 40.75937739329726,-73.99879755595886 40.76015574908984,35.0,587.006978104
9115,75922,BRONX SHORE RD,-73.92392362530074 40.8000271114367,-73.92360853164682 40.79998723801419,24.0,88.4396662809
9116,26733,W 132 ST,-73.95932361024094 40.819377709735704,-73.95658886341327 40.81821993482113,30.0,866.540252742
9117,99576,RAMP,-73.97491012090825 40.73597761252779,-73.97505374554608 40.73597693827583,30.0,39.8043677019
9118,101291,PETER MINUIT PL,-74.01372314441093 40.701133021401304,-74.01374768342369 40.70120035637349,20.0,25.458224799099998
9119,4115,E 34 ST,-73.97812378207455 40.745727173247516,-73.97735989042292 40.74540421517209,27.5,242.17357215299998
9120,16763,W 58 ST,-73.97954417361035 40.7661974149204,-73.97670323582177 40.76499544998824,40.0,900.5997982460001
9121,271,WEST ST,-74.01447947383193 40.71192346298084,-74.01464788656315 40.71109091460645,26.0,306.895095645
9122,89941,WOOSTER ST,-73.9990656901224 40.72660534826391,-73.99917281574763 40.72647785459914,30.0,55.1293705166
9123,158604,ST NICHOLAS AV,-73.94136799581425 40.830890838083015,-73.9408839519702 40.83238007676646,30.0,558.874654744
9124,2362,PARK AV,-73.96898699756049 40.764204141362534,-73.9694377054641 40.76358375136254,44.0,258.219161148
9125,92689,W 190 ST,-73.93087316763442 40.85542641288711,-73.92964434408914 40.85490802240828,42.0,388.880817689
9126,2120,2 AV,-73.97171283993053 40.750493807309056,-73.9722037214914 40.749823005021575,70.0,279.691765227
9127,21709,E 71 ST,-73.96270392604585 40.76973878323672,-73.9642088841412 40.7703765375856,30.0,477.24112683699997
9128,72794,GW BR APPR,-73.9424179247864 40.84949592924732,-73.94238440747199 40.84959644336107,22.0,37.776864586900004
9129,96530,CONNECTOR,-74.0033826474274 40.758929779015155,-74.00355220661906 40.75908786691648,30.0,76.427779542
9130,1370,7 AV,-73.98189428279157 40.762968447477434,-73.98235069015611 40.762343100101255,60.0,260.565128709
9131,1113,8 AV,-73.99941604375506 40.74400700515038,-73.99897237419262 40.7446300547458,68.0,258.150420194
9132,28113,CBE NB ET 1A UPPERDECK,-73.94167762740004 40.84918740004418,-73.94162641856265 40.84910934604883,28.0,31.7824784052
9133,669,CANAL ST,-73.99931241700145 40.71755024127483,-73.99995620864657 40.718017094584596,30.0,246.53489645099998
9134,79931,MOTT ST,-73.9941474575592 40.72476435573486,-73.99421618295493 40.724608643143796,30.0,59.843712868100006
9135,3064,BROADWAY,-73.91627557552519 40.86958266694907,-73.91587020885197 40.869845697575066,30.0,147.490526146
9136,91049,FDR DRIVE EXIT 13 SB,-73.95048522608525 40.76705508272369,-73.95101388259704 40.76654546143829,14.0,237.398458246
9137,2407,PARK AV,-73.96371263649122 40.77105701897951,-73.96321397257266 40.771740369624666,42.0,284.71465117
9138,2552,PARK AV S,-73.98735883402455 40.7389255004726,-73.98781848575948 40.73834440738068,30.0,247.076347291
9139,24949,E 96 ST,-73.9437957309092 40.78291969273083,-73.94391695383928 40.78296968455218,30.0,38.1935852466
9140,911,PARK ROW,-74.00574044668751 40.71208875703634,-74.00606917588449 40.71200842841091,40.0,95.7177245891
9141,3492,MADISON AV,-73.96912885654851 40.766716252668395,-73.96867193956581 40.76734174517099,52.0,260.675975409
9142,79809,WHITE ST,-74.0048448675 40.71885301673626,-74.00517420268149 40.71900459441561,24.0,106.69600111700001
9143,97696,UNNAMED ST,-73.94724958722507 40.763302516895685,-73.94805358785376 40.763715204098574,9.0,268.722335654
9144,183607,CHRISTOPHER ST,-74.004277553704 40.73339151344476,-74.00586159501421 40.73314699323047,26.0,447.959235369
9145,16538,MN BR APPR,-73.9945003347106 40.71423116446773,-73.99420842859602 40.71372787293341,16.0,200.427137491
9146,78665,E 49 ST,-73.96622005494564 40.75294701630024,-73.96514732812291 40.75262786365815,20.0,337.926371502
9147,27957,W 174 ST,-73.9356527129761 40.84420066446633,-73.9342119847563 40.843568903178,35.0,460.30581275699996
9148,28127,CBE NB ET 1A UPPERDECK,-73.94336655471143 40.846097229556655,-73.94373474514751 40.845486191666,25.0,250.187824615
9149,154636,W 53 ST,-73.98074845998082 40.762486595049594,-73.98189428279157 40.762968447477434,32.0,362.728841315
9150,174075,E 42 ST,-73.9792868623029 40.752800496942186,-73.97834877041355 40.75241012963924,27.5,296.27779300599997
9151,19232,E 104 ST,-73.94870860475942 40.79156585775769,-73.94722940860908 40.79093947705261,30.0,468.87717694099996
9152,160767,SHERIFF ST,-73.98158396749173 40.716435703596446,-73.98152950058814 40.7165409367671,12.0,41.205652683800004
9153,19159,ADAM CLAYTON POWELL JR BOULEVARD,-73.94328771235195 40.816008680690636,-73.94378368702986 40.815341898848594,44.0,279.040453968
9154,1297,10 AV,-74.00142970687364 40.75144572087943,-74.00098125739429 40.75205902826366,70.0,255.669539481
9155,80061,UNIVERSITY PL,-73.99556245450492 40.73071521466883,-73.99511862600004 40.731208909520554,38.0,217.907377678
9156,23435,W 105 ST,-73.96905554890613 40.80096081182387,-73.97054462854393 40.801590196635395,30.0,471.74667824
9157,28097,W 177 ST,-73.93803616177877 40.84755775391384,-73.93952355691647 40.8478383977486,30.0,424.025214708
9158,148649,CENTRAL PARK LENOX AVE APPROACH,-73.95428138870709 40.797920905462206,-73.95380236263503 40.79821248741848,24.0,175.86599370099998
9159,3823,AMSTERDAM AV,-73.96712019330276 40.79850479134398,-73.96666181740426 40.799132280762905,60.0,261.479775959
9160,82741,PLEASANT AV,-73.93364741452791 40.794376503117604,-73.93315697253854 40.79505357133678,29.0,281.587554206
9161,133608,SOUTH ST,-73.9995627336694 40.70823648314756,-73.99949511766543 40.7082790717682,22.0,24.334745721199997
9162,80011,W 50 ST,-73.98610406151056 40.76228995260428,-73.98404974094433 40.761423068576654,30.0,650.861470136
9163,1363,7 AV,-73.98504970074009 40.75857362561531,-73.98553726597243 40.75797328439624,42.0,257.07045713400004
9164,885,11 AV,-73.99879755595886 40.76015574908984,-73.99924343797548 40.75952651886574,75.0,260.409774851
9165,183633,MADISON AV,-73.957403993075 40.78279002309768,-73.95694527202029 40.78341729937667,52.0,261.47299971900003
9166,897,11 AV,-73.99372269705988 40.767133961969684,-73.99326422360895 40.76775770687903,34.0,260.329219321
9167,79916,GREENE ST,-74.00140376998107 40.72255563669726,-74.00036756732808 40.72379524044527,26.0,535.220367484
9168,140722,1 AV,-73.98118067036435 40.73326145356258,-73.98101067955899 40.73348993950833,70.0,95.6512675181
9169,172137,E 111 ST,-73.9456953651359 40.796173381713736,-73.94717575950523 40.79679714943957,30.0,468.676626026
9170,3928,AMSTERDAM AV,-73.98162126560395 40.77860808292517,-73.98113393029175 40.77929158499034,44.0,283.247157548
9171,3332,E HOUSTON ST,-73.99023973081853 40.72349881248849,-73.99102457792416 40.72373532288851,42.0,233.989693868
